context1	context2	label
he walked to the [ front ] of the stage	a group of people with a common ideology who try together to achieve certain general goals	F
an industrialized [ land ]	the solid part of the earth's surface	F
the cinema relies on apparent [ motion ]	a formal proposal for action made to a deliberative assembly for discussion and vote	F
in [ defense ] he said the other man started it	a structure used to defend against attack	F
He was an expert in the [ field ] of Chinese history .	a region where a battle is being (or has been) fought	F
a washing [ line ]	the principal activity in your life that you do to earn money	F
they had to devise a [ system ] that did not depend on cooperation	a group of physiologically or anatomically related organs or parts	F
Her [ youth ] and beauty is what attracted him to her .	the time of life between childhood and maturity	F
he is a quick [ study ]	applying the mind to learning and understanding a subject (especially by reading)	F
men from the fraternal [ order ] will staff the soup kitchen today	a degree in a continuum of size or quantity	F
Our lounge strives to maintain an environment of [ peace ] for the comfort of our customers .	a treaty to cease hostilities	F
in [ return ] we gave them as good as we got	document giving the tax collector information about the taxpayer's tax liability	F
he applied to the state for [ support ]	aiding the cause or policy or interests of	F
the [ pain ] of loneliness	a symptom of some physical hurt or disorder	F
he was suspected of [ implication ] in several robberies	a meaning that is not expressly stated but can be inferred	F
a [ head ] of steam	a user of (usually soft) drugs	F
a large - scale farming [ operation ]	(computer science) data processing in which the result is completely specified by a rule (especially the processing that results from a single instruction)	F
We should meet at a pre - arranged [ point ] .	a promontory extending out into a large body of water	F
his [ conclusion ] took the evidence into account	the last section of a communication	F
[ par ] for this course is 72	a state of being essentially equal or equivalent; equally balanced	F
the whole [ floor ] complained about the lack of heat	the inside lower horizontal surface (as of a room, hallway, tent, or other structure)	F
the [ house ] gets a percentage of every bet	a dwelling that serves as living quarters for one or more families	F
Apologizing for losing your temper , even though you were badly provoked , showed real [ class ] .	a body of students who graduate together	F
the armies met in the [ shock ] of battle	an instance of agitation of the earth's crust	F
he won without any [ trouble ]	a source of difficulty	F
Her church group has planned an adoption [ shower ] .	washing yourself by standing upright under water sprayed from a nozzle	F
The newspaper is featuring a [ competition ] to win a car .	a business relation in which two parties compete to gain customers	F
this piano has a wonderful [ touch ]	the sensation produced by pressure receptors in the skin	F
the program was on the [ air ] from 9 til midnight	a mixture of gases (especially oxygen) required for breathing; the stuff that the wind consists of	F
the material lost 2 inches per yard in [ shrinkage ]	the act of stealing goods that are on display in a store	F
the succession of flashing lights gave an illusion of [ movement ]	a group of people with a common ideology who try together to achieve certain general goals	F
the sole [ object ] of her trip was to see her children	(grammar) a constituent that is acted upon	F
his [ date ] never stopped talking	the present	F
Take the [ lift ] to the fourth floor .	the act of raising something	F
The average [ cost ] of a new house is twice as much as t was 20 years ago .	value measured by what must be given or done or undergone to obtain something	F
the title should be written at the [ top ] of the first page	a conical child's plaything tapering to a steel point on which it can be made to spin	F
he offered a persuasive [ defense ] of the theory	the defendant and his legal advisors collectively	F
a computer system provides [ utility ] programs to perform the tasks needed by most users	a facility composed of one or more pieces of equipment connected to or part of a structure and designed to provide a service such as heat or electricity or water or sewage disposal	F
one [ end ] of the box was marked ` This side up '	a final part or section	F
The dog barked at his own [ reflection ] in the mirror .	expression without words	F
That 's our finest [ cut ] of meat .	the act of penetrating or opening open with a sharp edge	F
