context1	context2	label
Go to the supermarket and buy some [ tea ] .	dried leaves of the tea shrub; used to make tea||herb	F
he has an unlisted [ number ]	the property possessed by a sum or total or indefinite quantity of units or individuals||amount	F
he occupied a [ post ] in the treasury	a pole or stake set up to mark something (as the start or end of a race track)||visual_signal	F
the policy so far is all [ stick ] and no carrot	informal terms for the leg||leg	F
a bedside [ stand ]	a defensive effort||defense defence defensive_measure	F
night [ spot ]	a small contrasting part of something||marking	F
he is out of [ action ]	the operating part that transmits power to a mechanism||mechanism	F
it was just [ smoke ] and mirrors	(baseball) a pitch thrown with maximum velocity||pitch delivery	F
settling a [ score ]	the act of scoring in a game or sport||success	F
she was his main [ squeeze ]	the act of gripping and pressing firmly||compression compressing	F
it was debated whether saving [ grace ] could be obtained outside the membership of the church	(Christian theology) the free and unmerited favor or beneficence of God||beneficence	F
He cut a sorry [ figure ] standing there in the rain .	a model of a bodily form (especially of a person)||model simulation	F
he put flowers on his mother 's [ grave ]	death of a person||death dying demise	F
all the salesmen met their [ quota ] for the month	a limitation on imports||trade_barrier import_barrier	F
he gave us a general [ formula ] for attacking polynomials	a group of symbols that make a mathematical statement||mathematical_statement	F
The accusative [ case ] canonically indicates a direct object .    Latin has six cases , and remnants of a seventh .	a specific state of mind that is temporary||state_of_mind frame_of_mind	F
he got out of [ line ]	a mark that is long relative to its width||mark print	F
he sacrificed a [ piece ] to get a strategic advantage	an artistic or literary composition||creation	F
The English [ language ] ;    sign language	the cognitive processes involved in producing and understanding linguistic communication||higher_cognitive_process	F
add it to my [ score ] and I 'll settle later	a set of twenty members||set	F
make [ way ] for	a line leading to a place or point||path route itinerary	F
Printing at higher [ resolution ] will cause a reduction in performance .	a statement that solves a problem or explains how to solve the problem||statement	F
the [ arrangement ] of the furniture	an orderly grouping (of things or persons) considered as a unit; the result of arranging||group grouping	F
matters came to a [ head ] yesterday	an individual person||individual	F
the [ foot ] of the mountain	the part of the leg of a human being below the ankle joint||vertebrate_foot pedal_extremity	F
the boxer was a magnificent fighting [ machine ]	an intricate organization that accomplishes its goals efficiently||organization organisation	F
in a static [ system ] oil can not be replaced by water on a surface	a group of independent but interrelated elements comprising a unified whole||group grouping	F
the trapped miners found a [ pocket ] of air	a small isolated group of people||people	F
the [ explosion ] was heard a mile away	a sudden outburst||effusion gush outburst blowup ebullition	F
he threw a [ flare ] to the fullback who was tackled for a loss	a sudden recurrence or worsening of symptoms||attack	F
I 'm convinced that there was a [ presence ] in that building that I ca n't explain , which led to my heroic actions .	the state of being present; current existence||being beingness existence	F
he prepared his [ presentation ] carefully in advance	(obstetrics) position of the fetus in the uterus relative to the birth canal||position posture attitude	F
the range and [ variety ] of his work is amazing	(biology) a taxonomic category consisting of members of a species that differ from others of the same species in minor but heritable characteristics||taxonomic_group taxonomic_category taxon	F
I am reading a good [ book ] on economics	a record in which commercial accounts are recorded||record	F
